date,temp_max_f,temp_min_f,temp_mean_f,precip_in,wind_max_mph,humidity_mean,pressure_mean_hpa
2022-05-31,92.2,73.6,83.3,0.18,13.3,73.7,1016.4
2022-06-01,91.7,73.7,84.4,0.2,11.4,75.7,1014.1
2022-06-02,102.4,80.6,91.6,0.0,15.0,76.3,1013.2
2022-06-03,98.4,77.8,87.6,0.02,9.7,89.1,1008.5
2022-06-04,91.1,72.8,81.0,0.0,13.1,83.7,1012.6
2022-06-05,90.7,69.2,79.8,0.5,9.8,83.7,1018.2
2022-06-06,95.4,79.0,86.2,0.74,12.7,84.5,1009.5
2022-06-07,89.1,70.4,78.3,0.87,10.5,73.8,1012.4
2022-06-08,100.0,82.1,92.7,0.39,10.8,72.8,1009.0
2022-06-09,98.4,81.9,90.0,0.0,7.5,73.6,1018.4
2022-06-10,90.6,74.8,82.7,0.0,14.4,85.9,1012.8
2022-06-11,85.1,69.8,77.3,0.0,6.1,76.6,1014.6
2022-06-12,98.9,80.9,91.3,0.22,8.0,73.2,1005.3
2022-06-13,94.4,75.9,84.9,0.11,19.5,77.5,1005.5
2022-06-14,101.3,81.5,91.2,2.39,14.9,78.5,1012.0
2022-06-15,87.9,70.6,78.6,0.45,2.5,81.2,1006.7
2022-06-16,90.8,73.2,83.3,0.0,6.7,81.2,1023.4
2022-06-17,96.4,76.1,86.1,0.0,1.8,75.9,1006.8
2022-06-18,96.0,78.3,86.5,0.0,5.2,83.6,1011.8
2022-06-19,93.0,75.8,84.4,0.93,5.6,77.1,1012.1
2022-06-20,99.1,81.6,89.4,0.0,8.5,79.6,1013.5
2022-06-21,90.0,71.0,82.0,0.24,6.4,83.9,1007.6
2022-06-22,94.6,76.7,86.3,0.0,9.2,77.4,1011.2
2022-06-23,98.3,76.9,87.6,1.67,4.5,77.9,1008.0
2022-06-24,97.7,81.3,89.5,0.94,11.3,83.7,1010.9
2022-06-25,99.4,80.4,90.5,0.11,9.3,76.6,1019.8
2022-06-26,92.9,72.3,82.4,0.0,15.0,79.0,1015.3
2022-06-27,90.5,70.9,80.7,1.27,16.6,83.8,1016.7
2022-06-28,100.7,82.6,93.4,1.65,14.1,91.4,1014.0
2022-06-29,96.9,80.7,89.3,0.0,7.7,84.2,1019.5
2022-06-30,91.6,77.0,84.5,0.17,18.9,83.6,1000.8
2022-07-01,104.5,85.3,95.0,1.3,4.8,84.0,1010.8
2022-07-02,97.4,78.7,88.6,1.19,5.4,76.0,1017.2
2022-07-03,101.1,84.2,93.5,0.03,10.7,82.0,1009.7
2022-07-04,99.4,80.8,88.6,0.0,18.0,81.4,1022.0
2022-07-05,106.8,88.6,97.7,0.0,8.2,83.2,1020.9
2022-07-06,104.3,88.1,96.4,1.16,10.3,82.2,1010.1
2022-07-07,96.4,78.7,87.4,0.0,3.2,83.6,1013.0
2022-07-08,102.7,83.4,93.0,0.94,14.8,80.2,1007.9
2022-07-09,98.9,81.6,91.6,2.57,14.8,82.1,1009.5
2022-07-10,103.0,86.9,94.9,1.68,14.2,75.7,1007.1
2022-07-11,94.7,75.8,84.4,2.67,8.5,80.2,1013.7
2022-07-12,100.7,83.8,91.9,4.03,8.2,88.8,1006.2
2022-07-13,102.8,85.8,93.6,0.0,3.8,83.5,1017.4
2022-07-14,89.7,70.8,81.0,0.0,9.3,81.8,1017.5
2022-07-15,90.8,73.0,83.6,0.56,6.7,91.4,1005.4
2022-07-16,87.4,71.3,79.8,2.06,6.3,75.2,1018.2
2022-07-17,96.5,77.8,87.8,0.0,7.3,76.4,1017.1
2022-07-18,100.1,81.6,92.2,0.0,7.0,90.6,1018.0
2022-07-19,103.0,85.4,95.8,0.0,6.8,82.2,1012.0
2022-07-20,99.7,81.6,89.3,1.66,12.9,80.8,1014.5
2022-07-21,107.3,85.5,96.3,0.0,9.3,76.0,1019.5
2022-07-22,93.0,74.3,82.8,0.21,9.8,84.2,1011.6
2022-07-23,91.7,73.0,81.3,1.49,11.7,84.7,1020.0
2022-07-24,96.7,81.5,88.7,0.02,7.0,76.5,1012.2
2022-07-25,101.5,81.7,90.7,1.78,11.4,81.3,1016.6
2022-07-26,96.6,81.3,88.8,0.01,11.6,80.3,1013.2
2022-07-27,90.4,71.6,79.6,1.12,5.0,83.2,1014.3
2022-07-28,99.4,80.2,88.4,0.48,15.0,76.3,1005.3
2022-07-29,92.8,72.7,82.9,0.0,5.5,88.1,1016.5
2022-07-30,102.7,81.3,91.8,1.25,11.4,86.4,1009.1
2022-07-31,99.6,82.1,90.3,0.44,15.7,80.0,1008.6
2022-08-01,92.4,74.0,84.4,0.12,14.7,80.7,1019.0
2022-08-02,95.0,75.8,86.3,0.0,9.1,81.0,1014.1
2022-08-03,93.1,73.7,83.7,0.93,9.6,77.8,1008.0
2022-08-04,95.4,80.6,88.1,0.77,14.8,79.4,1010.6
2022-08-05,102.1,82.9,92.6,1.42,13.7,80.2,1006.8
2022-08-06,94.8,73.0,83.8,0.0,6.5,89.6,1020.7
2022-08-07,98.2,80.7,90.4,0.0,5.8,86.2,1012.2
2022-08-08,95.9,77.4,85.7,0.53,2.7,86.1,1014.1
2022-08-09,95.0,75.4,84.4,0.03,11.6,83.2,1017.4
2022-08-10,98.2,77.8,87.4,0.0,8.7,75.7,1013.0
2022-08-11,93.9,74.1,83.1,3.92,15.5,81.0,1014.1
2022-08-12,94.2,77.7,85.2,0.0,10.4,86.0,1010.9
2022-08-13,93.0,73.9,82.1,0.42,16.3,74.7,1021.8
2022-08-14,106.3,86.0,96.2,0.93,8.2,84.1,1015.7
2022-08-15,95.1,77.0,87.4,1.97,15.6,92.5,1011.2
2022-08-16,92.9,76.4,84.0,0.61,8.9,86.1,1008.9
2022-08-17,97.8,77.1,88.0,0.0,12.1,87.7,1014.5
2022-08-18,94.3,78.0,86.3,0.0,3.2,81.7,1013.6
2022-08-19,95.3,76.1,85.7,0.75,11.9,85.3,1019.8
2022-08-20,99.0,79.3,89.3,0.0,1.1,76.8,1010.1
2022-08-21,97.5,79.6,89.8,1.24,9.9,84.2,1012.5
2022-08-22,93.1,73.1,83.8,0.08,12.8,83.4,1011.9
2022-08-23,93.6,75.2,83.5,0.22,8.9,81.5,1011.5
2022-08-24,93.6,74.2,84.7,0.0,4.8,86.5,1014.6
2022-08-25,82.4,67.8,75.4,0.0,12.4,77.1,1014.5
2022-08-26,85.8,68.9,78.7,0.0,8.6,78.8,1018.5
2022-08-27,99.9,81.5,91.5,0.0,7.0,80.0,1017.4
2022-08-28,103.3,82.9,92.6,0.0,9.2,74.3,1016.7
2022-08-29,91.8,75.8,83.8,0.0,19.5,80.4,1002.9
2022-08-30,96.9,76.9,87.4,0.0,13.6,70.6,1016.2
2022-08-31,93.9,78.3,86.0,0.0,13.7,84.3,1008.4
2022-09-01,106.5,91.0,98.2,1.29,12.7,79.1,1014.6
2022-09-02,99.6,79.3,89.2,0.25,11.7,76.2,1017.9
2022-09-03,93.3,74.5,83.4,0.04,2.6,74.5,1008.3
2022-09-04,86.8,69.0,79.4,0.24,8.3,77.3,1011.0
2022-09-05,85.0,67.7,76.3,0.21,9.1,81.8,1009.6
2022-09-06,91.3,76.5,84.2,0.43,3.5,80.9,1016.9
2022-09-07,88.6,69.3,79.6,0.0,4.4,74.5,1015.4
2022-09-08,86.1,67.2,76.4,0.75,3.1,73.6,1018.9
2022-09-09,87.1,71.9,79.7,0.68,10.8,81.0,1013.7
2022-09-10,85.6,67.6,77.5,0.33,14.3,73.9,1013.0
2022-09-11,98.3,80.6,89.7,0.0,13.4,77.7,1015.3
2022-09-12,96.5,76.4,85.8,0.98,12.7,77.9,1015.3
2022-09-13,92.5,72.7,81.6,0.53,7.1,78.6,1005.0
2022-09-14,95.2,77.7,88.0,0.0,1.3,81.2,1015.3
2022-09-15,91.5,71.1,81.4,0.0,2.0,70.4,1014.7
2022-09-16,85.5,67.1,77.0,1.44,5.9,67.0,1014.9
2022-09-17,96.0,80.0,87.4,2.05,7.4,73.5,1011.2
2022-09-18,92.8,72.4,82.7,0.72,10.4,85.2,1007.8
2022-09-19,86.1,65.7,75.4,0.0,4.9,86.1,1015.0
2022-09-20,89.7,69.1,78.9,1.25,12.4,85.0,1007.7
2022-09-21,84.9,67.1,75.6,0.24,10.1,74.7,1004.3
2022-09-22,81.4,62.5,73.0,0.61,11.0,66.6,1014.9
2022-09-23,93.3,73.2,83.1,0.07,15.6,63.6,1014.3
2022-09-24,95.3,79.8,87.3,0.0,4.3,72.0,1016.9
2022-09-25,81.4,63.5,72.1,0.14,12.7,73.9,1017.2
2022-09-26,89.1,70.1,80.6,2.45,10.9,81.2,1009.3
2022-09-27,84.5,67.7,74.9,2.1,9.7,78.9,1006.3
2022-09-28,83.3,64.5,75.4,0.66,14.5,75.5,1011.7
2022-09-29,82.4,64.9,74.6,1.43,14.5,69.7,1010.6
2022-09-30,83.7,63.5,73.1,0.0,5.2,69.2,1011.6
2022-10-01,84.3,68.8,76.9,0.0,8.3,75.0,1014.7
2022-10-02,81.7,64.6,72.6,0.0,10.1,77.1,1012.6
2022-10-03,85.2,66.5,77.3,0.0,7.9,75.3,1007.7
2022-10-04,82.7,67.4,75.6,0.0,11.3,68.0,1013.2
2022-10-05,81.5,64.3,74.4,2.97,12.1,76.2,1007.5
2022-10-06,78.8,62.5,71.1,0.0,16.3,74.9,1015.9
2022-10-07,82.8,64.7,72.3,0.0,2.9,67.2,1012.4
2022-10-08,86.1,70.9,78.0,0.0,8.5,68.5,1019.4
2022-10-09,87.3,67.3,76.5,1.81,7.4,75.6,1018.4
2022-10-10,78.9,58.7,69.6,0.85,13.4,70.8,1014.7
2022-10-11,82.9,65.6,74.1,0.0,2.5,79.7,1008.8
2022-10-12,86.1,68.3,76.7,0.0,10.4,74.1,1021.0
2022-10-13,74.6,57.2,65.5,0.0,6.5,68.9,1021.3
2022-10-14,85.2,66.1,75.2,1.47,8.1,71.1,1012.1
2022-10-15,77.6,60.7,69.4,1.75,5.2,71.3,1017.3
2022-10-16,83.1,64.2,74.7,0.04,9.1,67.1,1009.8
2022-10-17,79.0,59.4,68.4,0.0,13.3,66.0,1007.5
2022-10-18,74.2,54.4,63.4,1.09,10.9,73.8,1009.0
2022-10-19,74.4,56.3,63.9,1.86,13.5,74.4,1018.9
2022-10-20,79.8,60.2,71.1,0.0,15.7,72.9,1009.0
2022-10-21,81.9,63.7,71.7,2.01,12.1,77.3,1012.0
2022-10-22,75.1,58.9,66.2,0.0,6.8,66.8,1015.1
2022-10-23,81.8,63.2,72.8,0.23,12.9,77.7,1009.9
2022-10-24,70.0,52.8,62.2,0.0,6.8,64.6,1013.2
2022-10-25,78.4,60.4,69.0,0.35,9.0,63.8,1012.3
2022-10-26,71.3,54.9,63.6,0.0,2.9,59.9,1012.8
2022-10-27,74.1,55.6,65.8,0.0,12.7,66.3,1009.3
2022-10-28,79.0,60.8,68.6,0.06,9.5,65.8,1012.9
2022-10-29,72.1,54.0,64.2,0.59,11.7,70.7,1016.3
2022-10-30,73.4,56.5,66.1,0.0,4.9,69.1,1018.5
2022-10-31,79.3,63.4,72.0,0.0,10.7,61.7,1011.8
2022-11-01,75.4,55.8,64.6,0.0,6.0,65.5,1010.0
2022-11-02,79.7,62.6,70.7,0.0,8.4,65.4,1013.9
2022-11-03,70.1,51.5,61.5,0.0,12.5,58.2,1021.3
2022-11-04,78.9,59.6,68.7,0.0,12.2,62.0,1017.6
2022-11-05,82.8,64.2,72.5,0.0,8.9,62.8,1017.8
2022-11-06,62.9,45.2,54.6,0.0,1.9,73.6,1018.6
2022-11-07,71.6,50.8,61.8,0.0,21.0,67.2,1016.7
2022-11-08,77.8,59.0,67.7,0.0,16.0,69.4,1015.5
2022-11-09,73.5,53.2,63.9,0.2,13.9,58.4,1014.6
2022-11-10,73.8,57.8,66.2,0.0,6.0,71.7,1012.8
2022-11-11,72.0,54.3,61.5,0.0,8.5,72.0,1009.3
2022-11-12,73.5,56.5,64.3,0.3,8.8,55.3,1014.9
2022-11-13,71.1,54.3,63.0,0.0,14.1,61.6,1020.0
2022-11-14,77.3,60.8,68.6,0.0,10.1,67.4,1010.5
2022-11-15,71.4,57.3,64.3,0.0,5.9,68.0,1018.3
2022-11-16,71.9,53.7,64.4,0.0,7.1,61.2,1021.7
2022-11-17,70.8,50.3,60.7,0.19,15.5,62.8,1012.0
2022-11-18,67.1,50.1,60.1,0.0,15.4,61.2,1011.7
2022-11-19,68.7,52.4,60.1,0.0,15.1,64.6,1015.5
2022-11-20,72.6,56.0,63.5,0.0,12.0,69.8,1012.8
2022-11-21,66.8,52.3,59.6,0.67,10.0,59.8,1009.5
2022-11-22,73.4,52.6,62.5,0.0,4.0,68.5,1016.7
2022-11-23,78.2,59.6,70.3,0.0,10.2,59.4,1008.6
2022-11-24,72.8,55.9,64.6,0.0,9.0,58.9,1009.2
2022-11-25,67.2,51.5,59.0,0.0,9.6,67.1,1015.1
2022-11-26,73.5,56.6,65.6,0.0,9.2,67.4,1014.9
2022-11-27,65.1,49.7,58.1,0.0,3.7,66.9,1016.4
2022-11-28,60.5,42.0,50.5,0.33,13.2,55.9,1019.5
2022-11-29,65.8,45.5,54.9,0.0,11.5,60.0,1015.4
2022-11-30,58.7,40.9,50.8,0.0,11.7,66.3,1017.4
2022-12-01,67.1,50.0,57.4,0.0,12.8,62.2,1011.1
2022-12-02,68.8,51.7,58.9,0.0,11.4,56.5,1018.1
2022-12-03,76.5,55.1,66.1,0.0,7.4,64.0,1012.9
2022-12-04,68.5,51.9,59.8,0.0,8.7,58.0,1015.3
2022-12-05,65.3,49.9,57.1,0.21,11.4,70.4,1011.6
2022-12-06,69.9,53.9,61.6,0.68,11.4,69.0,1016.1
2022-12-07,57.6,40.6,47.7,0.0,13.0,64.1,1009.8
2022-12-08,68.8,50.0,58.5,0.24,13.6,67.8,1002.9
2022-12-09,68.5,50.5,60.8,0.0,17.3,61.2,1014.1
2022-12-10,58.9,42.1,50.4,0.0,17.8,64.5,1016.9
2022-12-11,72.6,53.3,62.0,0.0,9.3,68.0,1015.6
2022-12-12,68.4,48.5,58.2,0.0,6.3,61.7,1019.9
2022-12-13,65.6,45.6,54.6,0.0,13.9,59.1,1016.7
2022-12-14,69.2,48.7,59.2,0.0,6.8,51.7,1012.7
2022-12-15,74.9,55.9,66.4,0.0,5.8,59.7,1005.7
2022-12-16,66.2,49.8,56.8,0.0,7.4,64.1,1014.1
2022-12-17,66.6,46.8,56.9,0.17,9.2,64.6,1016.1
2022-12-18,60.9,44.7,53.6,0.0,11.4,62.3,1013.4
2022-12-19,60.8,40.7,51.7,0.0,2.8,57.0,1015.1
2022-12-20,68.9,50.1,59.1,0.0,4.7,49.7,1016.7
2022-12-21,59.0,40.4,51.3,0.21,12.4,57.0,1007.9
2022-12-22,65.5,45.3,55.4,0.0,11.5,57.8,1017.5
2022-12-23,62.1,44.8,52.7,0.0,11.6,57.7,1021.5
2022-12-24,67.7,47.8,56.9,0.0,5.9,62.3,1014.3
2022-12-25,63.3,45.2,56.1,0.0,5.1,69.0,1010.5
2022-12-26,67.2,48.7,59.2,0.0,7.0,59.6,1014.7
2022-12-27,61.5,44.7,52.1,0.0,10.0,57.8,1006.1
2022-12-28,61.2,43.2,53.1,0.0,14.9,57.5,1016.3
2022-12-29,59.6,41.4,49.8,0.0,0.8,59.4,1016.8
2022-12-30,62.1,45.0,52.0,0.09,10.1,54.6,1018.7
2022-12-31,63.1,47.0,55.6,0.0,3.7,59.2,1014.2
2023-01-01,66.3,49.3,57.2,0.0,2.4,60.8,1016.6
2023-01-02,58.6,39.3,49.6,0.0,12.9,59.5,1011.6
2023-01-03,66.0,49.2,57.6,0.0,11.2,60.7,1013.6
2023-01-04,70.4,49.4,59.7,0.0,10.8,60.5,1008.9
2023-01-05,65.7,48.4,55.4,0.0,12.7,49.5,1014.2
2023-01-06,71.7,53.6,61.9,0.0,7.1,61.5,1013.8
2023-01-07,59.7,41.9,49.9,0.0,7.3,54.9,1016.2
2023-01-08,56.5,39.8,47.7,0.31,19.7,52.7,1009.5
2023-01-09,55.9,38.0,45.2,0.02,10.0,52.6,1012.3
2023-01-10,69.7,52.2,59.9,0.0,11.9,60.3,1013.7
2023-01-11,66.0,46.9,56.1,0.0,9.0,57.0,1013.7
2023-01-12,63.3,44.7,52.9,0.0,1.6,49.7,1015.3
2023-01-13,62.4,45.7,54.3,0.0,0.8,60.4,1015.2
2023-01-14,58.2,39.5,48.0,0.0,6.7,50.8,1018.0
2023-01-15,71.8,53.5,64.0,0.0,13.2,58.7,1014.5
2023-01-16,62.0,43.0,53.6,0.19,14.2,59.2,1010.6
2023-01-17,61.8,44.5,53.5,0.11,14.7,62.4,1011.3
2023-01-18,67.2,47.9,56.3,0.0,5.1,66.9,1012.1
2023-01-19,65.6,47.7,55.2,0.0,15.5,51.2,1013.6
2023-01-20,63.8,43.2,54.0,0.0,5.1,57.7,1023.1
2023-01-21,59.4,42.2,49.5,0.0,9.9,56.6,1011.3
2023-01-22,64.4,47.0,55.2,0.0,9.0,60.2,1013.9
2023-01-23,72.3,53.3,61.5,0.29,10.3,59.1,1010.5
2023-01-24,68.1,50.8,59.1,0.0,14.4,56.3,1014.0
2023-01-25,68.8,52.6,60.3,0.0,6.2,55.9,1013.7
2023-01-26,58.5,40.7,50.8,0.0,3.6,52.5,1016.1
2023-01-27,58.9,41.2,48.7,0.0,9.1,63.1,1008.2
2023-01-28,62.6,43.1,52.7,0.04,9.4,60.4,1016.1
2023-01-29,62.1,46.0,53.5,0.0,22.5,62.8,1017.5
2023-01-30,65.4,51.0,58.3,0.0,11.7,56.7,1010.0
2023-01-31,56.1,35.1,45.8,0.0,7.4,55.0,1005.9
2023-02-01,67.4,52.6,60.4,0.0,4.8,52.9,1011.1
2023-02-02,62.6,42.5,52.8,0.0,1.5,60.2,1014.0
2023-02-03,62.6,42.5,51.7,0.17,6.9,53.2,1022.3
2023-02-04,57.9,41.8,49.1,0.0,9.5,67.7,1017.2
2023-02-05,54.3,35.5,46.3,0.0,14.7,52.0,1007.8
2023-02-06,67.4,49.6,57.6,0.0,13.5,60.0,1012.2
2023-02-07,64.6,43.9,54.3,0.0,9.9,66.5,1014.8
2023-02-08,57.5,40.6,48.3,0.0,7.7,61.7,1016.0
2023-02-09,59.2,38.0,48.4,0.0,10.1,59.7,1009.7
2023-02-10,60.0,45.7,52.8,1.9,8.9,54.0,1011.5
2023-02-11,71.0,52.9,61.9,0.0,15.9,52.0,1012.1
2023-02-12,63.3,43.3,53.4,0.0,8.2,62.9,1010.6
2023-02-13,58.4,37.2,47.9,0.0,8.7,66.7,1016.0
2023-02-14,61.4,43.1,53.7,0.0,0.1,57.0,1018.1
2023-02-15,63.9,43.4,53.7,0.0,8.2,53.6,1018.4
2023-02-16,52.2,32.4,43.0,0.0,12.3,47.1,1017.3
2023-02-17,63.6,47.2,55.0,0.0,4.7,54.6,1013.0
2023-02-18,61.9,46.2,54.4,0.0,6.0,59.0,1017.9
2023-02-19,69.1,50.5,58.7,0.0,12.2,67.7,1016.2
2023-02-20,71.7,55.5,64.0,0.0,3.1,63.2,1015.5
2023-02-21,69.2,52.4,60.9,0.0,13.2,61.4,1012.6
2023-02-22,63.0,45.7,54.8,0.03,8.9,58.0,1010.0
2023-02-23,61.7,43.6,51.2,0.0,7.4,57.2,1015.3
2023-02-24,77.7,58.2,68.0,0.0,4.5,67.3,1024.8
2023-02-25,67.0,49.2,56.8,1.1,12.5,61.4,1013.2
2023-02-26,64.8,48.6,56.8,0.0,18.8,50.0,1012.6
2023-02-27,66.4,47.8,56.9,0.0,12.1,57.3,1011.7
2023-02-28,67.3,47.9,58.0,0.0,5.5,56.5,1013.0
2023-03-01,67.0,46.7,56.7,0.0,13.5,58.2,1023.7
2023-03-02,65.6,45.4,55.0,0.45,9.7,63.9,1010.4
2023-03-03,62.4,47.7,55.3,0.0,14.5,60.6,1018.6
2023-03-04,67.5,48.6,57.8,0.0,12.2,60.9,1013.5
2023-03-05,63.0,48.4,55.8,0.0,2.8,68.0,1016.0
2023-03-06,64.4,46.7,55.2,0.0,5.0,58.1,1018.2
2023-03-07,67.3,50.5,59.1,0.0,12.8,71.1,1012.7
2023-03-08,65.9,50.6,57.7,0.0,9.6,58.6,1012.4
2023-03-09,74.3,57.8,65.9,0.0,4.9,62.5,1021.6
2023-03-10,56.9,36.6,47.4,0.0,6.5,60.8,1018.9
2023-03-11,72.8,53.7,64.5,0.0,1.4,63.0,1018.2
2023-03-12,75.3,57.0,65.4,0.07,10.6,64.8,1015.1
2023-03-13,59.3,43.6,50.7,1.34,19.8,64.9,1013.8
2023-03-14,66.0,51.0,58.8,0.0,12.2,59.1,1023.1
2023-03-15,69.0,50.3,58.9,0.0,17.8,57.4,1015.2
2023-03-16,62.6,43.7,54.5,0.0,12.5,75.7,1017.3
2023-03-17,66.3,50.0,57.6,0.13,15.1,61.0,1006.2
2023-03-18,66.1,46.3,56.3,0.19,18.9,67.0,1008.7
2023-03-19,77.8,62.0,69.5,0.0,10.5,55.7,1010.2
2023-03-20,73.3,55.1,66.1,0.0,8.3,62.5,1020.1
2023-03-21,76.3,59.3,67.8,0.0,13.1,63.4,1004.8
2023-03-22,76.4,55.5,65.6,0.0,14.8,66.6,1013.4
2023-03-23,67.1,49.2,57.6,0.0,7.1,50.8,1003.0
2023-03-24,70.3,51.1,60.6,0.0,6.1,65.5,1011.7
2023-03-25,74.9,57.6,65.4,0.0,9.6,59.1,1013.0
2023-03-26,65.8,50.4,58.0,0.0,12.3,66.6,1020.5
2023-03-27,75.7,56.2,67.0,0.0,12.2,60.0,1016.6
2023-03-28,73.0,52.3,63.0,0.0,3.3,61.1,1011.7
2023-03-29,70.1,52.1,62.7,0.37,18.6,64.2,1016.3
2023-03-30,75.9,58.3,67.8,0.0,6.4,60.5,1015.1
2023-03-31,75.0,56.7,66.9,0.0,7.9,63.6,1015.2
2023-04-01,72.3,56.3,63.6,0.0,5.4,60.2,1010.2
2023-04-02,81.7,62.4,70.7,0.1,21.8,57.2,1008.0
2023-04-03,68.2,52.7,60.9,0.0,10.0,71.6,1011.7
2023-04-04,78.0,59.3,68.9,0.0,5.6,60.3,1015.2
2023-04-05,76.8,60.7,69.1,0.0,12.5,66.0,1015.3
2023-04-06,76.2,57.7,65.3,0.0,12.1,70.9,1021.2
2023-04-07,75.9,59.1,68.5,0.0,8.2,64.3,1016.5
2023-04-08,70.3,51.4,61.7,0.0,12.4,63.4,1004.2
2023-04-09,81.7,63.2,71.8,0.0,5.7,68.9,1016.1
2023-04-10,76.9,59.6,67.1,0.0,7.0,73.5,1009.2
2023-04-11,74.6,58.1,65.9,0.0,1.0,62.3,1011.1
2023-04-12,81.6,65.3,73.3,0.0,3.7,67.6,1011.8
2023-04-13,74.3,57.5,65.7,0.0,16.2,59.9,1012.3
2023-04-14,70.9,53.2,62.8,0.0,15.6,66.8,1009.5
2023-04-15,70.3,53.0,62.4,0.0,9.3,69.1,1015.8
2023-04-16,81.4,62.7,72.5,0.0,15.7,64.9,1009.4
2023-04-17,72.4,55.9,64.3,0.0,8.4,67.1,1016.4
2023-04-18,86.4,68.0,78.3,0.0,8.0,62.5,1023.9
2023-04-19,70.9,53.5,61.3,0.0,9.2,70.2,1009.7
2023-04-20,89.5,69.8,78.6,0.0,8.5,75.3,1013.9
2023-04-21,81.7,62.1,72.3,0.0,8.1,64.7,1004.9
2023-04-22,78.5,63.5,71.2,0.0,13.6,67.3,1013.8
2023-04-23,76.8,62.0,69.5,0.05,11.6,73.1,1014.6
2023-04-24,84.8,63.5,74.0,0.0,11.8,76.9,1017.9
2023-04-25,80.6,64.0,72.4,0.0,13.1,63.6,1015.3
2023-04-26,85.2,68.1,77.8,0.0,10.6,70.4,1018.6
2023-04-27,83.1,66.6,73.7,0.0,5.1,72.9,1025.2
2023-04-28,83.6,64.4,74.1,0.0,3.6,71.1,1021.8
2023-04-29,81.7,63.9,72.1,0.57,11.6,59.5,1009.9
2023-04-30,81.9,66.6,73.8,0.0,8.3,74.6,1009.2
2023-05-01,82.8,66.3,75.8,0.0,9.3,79.9,1013.4
2023-05-02,77.9,59.0,67.0,0.0,8.9,73.0,1011.2
2023-05-03,76.9,60.4,68.9,0.0,19.3,67.5,1016.8
2023-05-04,88.3,71.3,78.6,0.16,5.7,70.3,1007.3
2023-05-05,86.2,68.8,76.4,0.0,1.0,81.9,1014.7
2023-05-06,84.5,66.9,75.1,0.0,10.3,77.8,1018.4
2023-05-07,84.5,68.9,76.3,0.0,7.5,76.7,1014.6
2023-05-08,86.1,67.4,78.0,0.03,12.3,75.4,1008.2
2023-05-09,83.7,67.3,74.4,0.0,11.3,70.5,1019.7
2023-05-10,84.0,64.6,73.6,0.56,16.1,73.0,1004.5
2023-05-11,89.0,70.8,78.2,0.0,3.0,73.9,1013.7
2023-05-12,80.7,65.0,73.2,0.0,6.8,77.2,1014.8
2023-05-13,87.4,69.1,79.8,0.07,12.7,82.2,1012.1
2023-05-14,81.3,62.9,70.6,0.95,14.1,80.4,1012.7
2023-05-15,93.1,72.3,83.1,0.0,17.8,67.9,1017.4
2023-05-16,91.4,73.1,80.9,1.85,14.8,76.3,1011.9
2023-05-17,88.0,70.2,80.2,0.2,10.8,79.1,1010.5
2023-05-18,93.1,74.6,83.8,2.39,7.4,78.7,1010.4
2023-05-19,96.9,76.6,87.1,0.0,6.7,72.6,1012.6
2023-05-20,94.2,75.2,84.4,2.24,8.6,90.5,1015.2
2023-05-21,80.5,62.7,71.9,0.7,13.6,69.7,1009.4
2023-05-22,81.7,66.9,74.7,0.0,10.0,70.9,1018.4
2023-05-23,87.2,70.2,77.9,2.64,5.7,77.6,1012.1
2023-05-24,89.1,70.4,81.1,2.42,9.3,87.2,1009.9
2023-05-25,92.3,75.2,83.5,0.62,14.5,72.6,1014.5
2023-05-26,89.0,69.7,78.2,0.0,10.4,75.6,1012.1
2023-05-27,91.1,72.5,82.5,0.52,13.3,82.5,1014.6
2023-05-28,88.9,70.2,78.5,0.0,10.5,77.2,1015.9
2023-05-29,87.2,68.6,79.4,0.0,15.5,75.8,1012.6
2023-05-30,85.8,66.1,76.1,0.33,11.9,80.4,1014.1
2023-05-31,89.4,69.1,78.5,0.0,7.5,79.1,1017.2
2023-06-01,84.2,66.3,76.8,0.08,7.3,83.1,1016.6
2023-06-02,85.8,71.5,78.7,1.19,12.0,84.5,1015.9
2023-06-03,96.8,80.1,88.1,0.2,2.8,79.8,1014.0
2023-06-04,86.7,70.5,79.3,0.44,10.3,79.8,1007.5
2023-06-05,105.6,87.7,95.6,0.07,10.2,79.6,1021.8
2023-06-06,96.9,76.3,86.2,0.33,5.5,81.1,1006.4
2023-06-07,93.8,74.4,85.1,1.54,7.3,79.1,1015.8
2023-06-08,88.6,71.9,80.6,0.0,12.2,79.0,1016.7
2023-06-09,96.5,79.4,87.8,0.26,11.9,85.1,1007.3
2023-06-10,92.1,71.4,82.3,0.0,9.4,86.8,1014.5
2023-06-11,92.6,76.8,85.6,0.67,12.2,71.8,1011.7
2023-06-12,106.1,87.8,96.8,2.17,11.4,79.5,1017.2
2023-06-13,94.4,76.6,85.0,1.51,16.0,76.2,1009.1
2023-06-14,100.3,80.1,90.8,0.76,11.5,78.2,1011.0
2023-06-15,90.6,73.3,82.6,1.17,5.2,81.9,1002.7
2023-06-16,95.7,75.7,85.8,0.0,15.5,83.3,1021.9
2023-06-17,101.5,83.8,94.1,0.0,10.5,79.5,1010.7
2023-06-18,91.3,75.1,83.5,0.0,6.6,70.6,1016.3
2023-06-19,105.1,85.9,94.6,2.5,6.0,75.5,1011.6
2023-06-20,99.7,79.4,89.8,0.0,10.6,84.9,1014.6
2023-06-21,91.3,75.8,84.2,0.82,10.5,66.8,1015.2
